url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,card
https://twitter.com/AliBhattiPPP/status/1569782031747530752,2022-09-13 20:16:16+00:00,"PPP MNA @DRMAHREENBHUTTO visited the free Medical Camps in different areas of #Larkana &amp; reviewed the standards of medicine and facilities provided to flood-affected people’s.
#FloodsInPakistan https://t.co/pfIiGtOEl7","PPP MNA @DRMAHREENBHUTTO visited the free Medical Camps in different areas of #Larkana &amp; reviewed the standards of medicine and facilities provided to flood-affected people’s.
#FloodsInPakistan https://t.co/pfIiGtOEl7",1569782031747530752,"{'username': 'AliBhattiPPP', 'id': 1408103036996800512, 'displayname': 'Ali Bhatti', 'description': 'Pakistan Peoples Party Sindh🇱🇾|Social Media Activist Larkana|Proud to be jiyala|Believe on Democracy|Jeay Bhutto♥️🇱🇾', 'rawDescription': 'Pakistan Peoples Party Sindh🇱🇾|Social Media Activist Larkana|Proud to be jiyala|Believe on Democracy|Jeay Bhutto♥️🇱🇾', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 6, 24, 16, 42, 9, tzinfo=datetime.timezone.utc), 'followersCount': 888, 'friendsCount': 257, 'statusesCount': 5755, 'favouritesCount': 10226, 'listedCount': 0, 'mediaCount': 2035, 'location': 'لاڑکانہ، پاکستان', 'protected': False, 'linkUrl': 'http://facebook.com/MujahidAli', 'linkTcourl': 'https://t.co/gzOOODWI9Z', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1559890941019770886/fpm6J0N4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1408103036996800512/1628409361', 'label': None}",0,2,3,0,1569782031747530752,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Fcj8RZ4WQAQ4fgf?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Fcj8RZ4WQAQ4fgf?format=jpg&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Fcj8RYVX0AA2HBR?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Fcj8RYVX0AA2HBR?format=jpg&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Fcj8RYWXkAE-QZ1?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Fcj8RYWXkAE-QZ1?format=jpg&name=large'}, {'previewUrl': 'https://pbs.twimg.com/media/Fcj8RY9WQAAXP5r?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Fcj8RY9WQAAXP5r?format=jpg&name=large'}]",,,,,"[{'username': 'DRMAHREENBHUTTO', 'id': 942940693, 'displayname': 'DR MAHREEN BHUTTO', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['Larkana', 'FloodsInPakistan']",,
https://twitter.com/HullioSikandar/status/1569780384342196226,2022-09-13 20:09:43+00:00,"Sindh Local Govt Minister @SyedNasirHShah says, there's only destination left for Imran Khan - Pagal Khana or Adiala, adding he should be ashamed of his recent outbursts over appointment of new Army Chief to attempting to block IMF deal and humanitarian aid for #FloodsInPakistan. https://t.co/FqWyOEqIKt","Sindh Local Govt Minister @SyedNasirHShah says, there's only destination left for Imran Khan - Pagal Khana or Adiala, adding he should be ashamed of his recent outbursts over appointment of new Army Chief to attempting to block IMF deal and humanitarian aid for #FloodsInPakistan. https://t.co/FqWyOEqIKt",1569780384342196226,"{'username': 'HullioSikandar', 'id': 448669571, 'displayname': 'Sikandar Ali Hullio', 'description': 'Anthropologist', 'rawDescription': 'Anthropologist', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 12, 28, 7, 25, 45, tzinfo=datetime.timezone.utc), 'followersCount': 25966, 'friendsCount': 2202, 'statusesCount': 34249, 'favouritesCount': 28239, 'listedCount': 18, 'mediaCount': 5502, 'location': 'Karachi', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1539586220094898176/uGmAsdxb_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/448669571/1653337932', 'label': None}",1,3,5,0,1569780384342196226,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1569778649032806400/pu/img/5IqjADLwNSc-f3DR.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569778649032806400/pu/vid/640x352/d_tuynbBylGwUErS.mp4?tag=12', 'bitrate': 832000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1569778649032806400/pu/pl/7ECehyyD_nTqbnDv.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569778649032806400/pu/vid/490x270/953-auoadYhEF-cY.mp4?tag=12', 'bitrate': 256000}], 'duration': 81.521, 'views': 15}]",,,,,"[{'username': 'SyedNasirHShah', 'id': 3297577034, 'displayname': 'Syed Nasir Hussain Shah', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,['FloodsInPakistan'],,
https://twitter.com/gnnhdofficial/status/1569777939855847425,2022-09-13 20:00:00+00:00,"یو این ایچ سی آر کے 2 طیارے بھی مزید امدادی سامان لے کر کراچی پہنچ گئے

@Refugees #FloodsInPakistan2022 #FloodsInPakistan #FloodSituation #NewsUpdate #GNN https://t.co/VYu6llv8R7","یو این ایچ سی آر کے 2 طیارے بھی مزید امدادی سامان لے کر کراچی پہنچ گئے

@Refugees #FloodsInPakistan2022 #FloodsInPakistan #FloodSituation #NewsUpdate #GNN https://t.co/VYu6llv8R7",1569777939855847425,"{'username': 'gnnhdofficial', 'id': 492154297, 'displayname': 'GNN', 'description': '#GNN 24/7 News channel covering Pakistan and Breaking News round the clock with facts, figures and in-depth analysis. Follow now to stay in the loop.', 'rawDescription': '#GNN 24/7 News channel covering Pakistan and Breaking News round the clock with facts, figures and in-depth analysis. Follow now to stay in the loop.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 2, 14, 12, 8, 18, tzinfo=datetime.timezone.utc), 'followersCount': 859981, 'friendsCount': 66, 'statusesCount': 185306, 'favouritesCount': 11, 'listedCount': 780, 'mediaCount': 183246, 'location': 'Pakistan', 'protected': False, 'linkUrl': 'http://www.gnnhd.tv', 'linkTcourl': 'https://t.co/sx0H8tVReI', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1374436483172507654/IvLi_r77_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/492154297/1660567714', 'label': None}",0,1,0,0,1569777939855847425,ur,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1569777399620829196/pu/img/7V9CkH99060HqLQy.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569777399620829196/pu/vid/640x360/J-zcqcZQegeTUNOG.mp4?tag=12', 'bitrate': 832000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569777399620829196/pu/vid/480x270/pRrq7tnW2M3U0UyE.mp4?tag=12', 'bitrate': 256000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569777399620829196/pu/vid/1280x720/6OLbs5KpWmJPuBHk.mp4?tag=12', 'bitrate': 2176000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1569777399620829196/pu/pl/_ImsOXKTV5HqO2Uz.m3u8?tag=12&container=fmp4', 'bitrate': None}], 'duration': 55.08, 'views': 132}]",,,,,"[{'username': 'Refugees', 'id': 14361155, 'displayname': 'UNHCR, the UN Refugee Agency', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['FloodsInPakistan2022', 'FloodsInPakistan', 'FloodSituation', 'NewsUpdate', 'GNN']",,
https://twitter.com/gtvnetworkhd/status/1569777939746590726,2022-09-13 20:00:00+00:00,"پاکستان کے لیے امداد کا اعلان کیا ہے ، ڈونلڈ بلوم

#DonaldBlome #USAAmbassy #FloodsInPakistan #GTVNews https://t.co/gY4qTidDse","پاکستان کے لیے امداد کا اعلان کیا ہے ، ڈونلڈ بلوم

#DonaldBlome #USAAmbassy #FloodsInPakistan #GTVNews https://t.co/gY4qTidDse",1569777939746590726,"{'username': 'gtvnetworkhd', 'id': 3842393182, 'displayname': 'GTV Network', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 10, 2, 11, 5, 21, tzinfo=datetime.timezone.utc), 'followersCount': 42960, 'friendsCount': 10, 'statusesCount': 60337, 'favouritesCount': 2434, 'listedCount': 26, 'mediaCount': 51094, 'location': 'Karachi, Pakistan', 'protected': False, 'linkUrl': 'https://en.gtvnetwork.tv', 'linkTcourl': 'https://t.co/tsPKHzQnta', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1483865219965366278/A8xGiszj_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3842393182/1616161458', 'label': None}",0,0,0,0,1569777939746590726,ur,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,,,"[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1569773346832670723/pu/img/iuhHLe8ougit9Pc5.jpg', 'variants': [{'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1569773346832670723/pu/pl/sD0vAhfwo0pYX5Ea.m3u8?tag=12', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569773346832670723/pu/vid/480x270/s54Yvx0QLEXL-7Fb.mp4?tag=12', 'bitrate': 256000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569773346832670723/pu/vid/1280x720/OS_Pki2JF2rGdsim.mp4?tag=12', 'bitrate': 2176000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569773346832670723/pu/vid/640x360/6JvEDv2hbUgJjIMG.mp4?tag=12', 'bitrate': 832000}], 'duration': 25.559, 'views': 6}]",,,,,,,,"['DonaldBlome', 'USAAmbassy', 'FloodsInPakistan', 'GTVNews']",,
https://twitter.com/iqleyaa/status/1569777296344481793,2022-09-13 19:57:27+00:00,"We are raising funds for:

•Food parcels= £30📦
•Hot meals= £1🥘
•Tents= £50⛺️
•Mosquito nets= £6
•Dish sets= £25 🍽

⬇️⬇️⬇️⬇️⬇️

https://t.co/z8DiAaspnf

#FloodsInPakistan #Pk #PakistanFloods2022 #ClimateCrisis","We are raising funds for:

•Food parcels= £30📦
•Hot meals= £1🥘
•Tents= £50⛺️
•Mosquito nets= £6
•Dish sets= £25 🍽

⬇️⬇️⬇️⬇️⬇️

justgiving.com/fundraising/ha…

#FloodsInPakistan #Pk #PakistanFloods2022 #ClimateCrisis",1569777296344481793,"{'username': 'iqleyaa', 'id': 1512896744203427843, 'displayname': 'Leya:)', 'description': '‼️PAKISTAN EMERGENCY FLOOD APPEAL‼️ click on the link👉🏻❤️ justgiving.com/fundraising/ha…', 'rawDescription': '‼️PAKISTAN EMERGENCY FLOOD APPEAL‼️ click on the link👉🏻❤️ https://t.co/jfl9YdQU6U', 'descriptionUrls': [{'text': 'justgiving.com/fundraising/ha…', 'url': 'https://www.justgiving.com/fundraising/haziqah-and-khadeejah2', 'tcourl': 'https://t.co/jfl9YdQU6U', 'indices': (58, 81)}], 'verified': False, 'created': datetime.datetime(2022, 4, 9, 20, 54, 58, tzinfo=datetime.timezone.utc), 'followersCount': 25, 'friendsCount': 58, 'statusesCount': 260, 'favouritesCount': 1804, 'listedCount': 0, 'mediaCount': 55, 'location': 'United Kingdom', 'protected': False, 'linkUrl': 'https://instagram.com/_teamhk?igshid=YmMyMTA2M2Y=', 'linkTcourl': 'https://t.co/NcnGRa0Exe', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1512969002653564934/aI6qPNz3_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1512896744203427843/1662757563', 'label': None}",0,0,0,0,1569777296344481793,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://www.justgiving.com/fundraising/haziqah-and-khadeejah2'],['https://t.co/z8DiAaspnf'],,,,,,,,,"['FloodsInPakistan', 'Pk', 'PakistanFloods2022', 'ClimateCrisis']",,"{'title': 'Team H&K & Al-Akhirah Pakistan Flood Appeal', 'url': 'https://www.justgiving.com/fundraising/haziqah-and-khadeejah2', 'description': 'Haziqah And Khadeejah is fundraising for Jigsaw Charity. Donate on JustGiving', 'thumbnailUrl': 'https://pbs.twimg.com/card_img/1569777321652854784/Nz62iFme?format=jpg&name=orig', 'siteUser': None, 'creatorUser': None}"
https://twitter.com/shafeKoreshe/status/1569776782861033473,2022-09-13 19:55:24+00:00,"We have a young boy who polishes shoes that can barely let him buy one time meal, yet he donates for #FloodsInPakistan 

And we have filthy rich who feel no remorse in swindling hard earned money of the poorest of the poor

So proud to see such a gem 👍 https://t.co/hKQh0ZKhK3","We have a young boy who polishes shoes that can barely let him buy one time meal, yet he donates for #FloodsInPakistan 

And we have filthy rich who feel no remorse in swindling hard earned money of the poorest of the poor

So proud to see such a gem 👍 twitter.com/Dr_YasminRashi…",1569776782861033473,"{'username': 'shafeKoreshe', 'id': 24557077, 'displayname': 'Shafek Koreshe', 'description': '#Journalist  - striving to sift fact from fiction #Pakistan 🇵🇰 #Security #Media #IoT \np: RT NOT Endorsement :', 'rawDescription': '#Journalist  - striving to sift fact from fiction #Pakistan 🇵🇰 #Security #Media #IoT \np: RT NOT Endorsement :', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 15, 17, 51, 41, tzinfo=datetime.timezone.utc), 'followersCount': 634, 'friendsCount': 946, 'statusesCount': 15428, 'favouritesCount': 1497, 'listedCount': 13, 'mediaCount': 1889, 'location': 'Islamabad, Pakistan', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/378800000543124837/59c09216670be6714c1d4df5607f05a3_normal.jpeg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/24557077/1520880129', 'label': None}",0,0,0,0,1569776782861033473,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://twitter.com/Dr_YasminRashid/status/1569624079954575360'],['https://t.co/hKQh0ZKhK3'],,,"{'url': 'https://twitter.com/Dr_YasminRashid/status/1569624079954575360', 'date': datetime.datetime(2022, 9, 13, 9, 48, 37, tzinfo=datetime.timezone.utc), 'content': 'چھوٹا سا زبیر \nپر بہت بڑا کام!\n\nجوتے پالش کر کے اپنی 7 دن کی حلال کمائی سیلاب متاثرین کو دے گیا- \nیہ بچے بحیثیت قوم ہمارا سر فخر سے بلند کرتے ہیں- \nیہی ہیں ہماری عظمت کا نشان- https://t.co/NODQ1i1FnX', 'renderedContent': 'چھوٹا سا زبیر \nپر بہت بڑا کام!\n\nجوتے پالش کر کے اپنی 7 دن کی حلال کمائی سیلاب متاثرین کو دے گیا- \nیہ بچے بحیثیت قوم ہمارا سر فخر سے بلند کرتے ہیں- \nیہی ہیں ہماری عظمت کا نشان- https://t.co/NODQ1i1FnX', 'id': 1569624079954575360, 'user': {'username': 'Dr_YasminRashid', 'id': 897843002785374210, 'displayname': 'Dr. Yasmin Rashid', 'description': 'Provincial Minister For Primary & Secondary Healthcare / Specialized Healthcare & Medical education in Punjab.', 'rawDescription': 'Provincial Minister For Primary & Secondary Healthcare / Specialized Healthcare & Medical education in Punjab.', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2017, 8, 16, 15, 30, 27, tzinfo=datetime.timezone.utc), 'followersCount': 1055378, 'friendsCount': 21, 'statusesCount': 5304, 'favouritesCount': 121, 'listedCount': 534, 'mediaCount': 1248, 'location': '', 'protected': False, 'linkUrl': 'https://www.pap.gov.pk/members/profile/en/21/1538', 'linkTcourl': 'https://t.co/XQJnM7d615', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1555970532679380992/hpv-Teu4_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/897843002785374210/1659807033', 'label': None}, 'replyCount': 280, 'retweetCount': 3481, 'likeCount': 11660, 'quoteCount': 133, 'conversationId': 1569624079954575360, 'lang': 'ur', 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'sourceUrl': 'http://twitter.com/download/android', 'sourceLabel': 'Twitter for Android', 'outlinks': None, 'tcooutlinks': None, 'media': [{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1569624017664970752/pu/img/UdfYZgm2VJoZ7h6j.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569624017664970752/pu/vid/640x352/0pQWS8gp6SRUFajg.mp4?tag=12', 'bitrate': 832000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1569624017664970752/pu/vid/490x270/trCWCSCjdodr-lN0.mp4?tag=12', 'bitrate': 256000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1569624017664970752/pu/pl/o3P26WOk9jG5Z-KN.m3u8?tag=12&container=fmp4', 'bitrate': None}], 'duration': 23.933, 'views': 66466}], 'retweetedTweet': None, 'quotedTweet': None, 'inReplyToTweetId': None, 'inReplyToUser': None, 'mentionedUsers': None, 'coordinates': None, 'place': None, 'hashtags': None, 'cashtags': None, 'card': None}",,,,"{'longitude': 69.328873, 'latitude': 27.708226}","{'fullName': 'Punjab, Pakistan', 'name': 'Punjab', 'type': 'admin', 'country': 'Pakistan', 'countryCode': 'PK'}",['FloodsInPakistan'],,
https://twitter.com/IamSaifRK/status/1569776480581783559,2022-09-13 19:54:12+00:00,"During flash floods &amp; #FloodsInPakistan 
#PakArmyRescueEfforts remained without comparison. #PakArmySavingNation #PakArmy_RescuingNation #pakarmysavingpakistan #PakistanArmy is our pride #PakistanZindabad BIG #THANKYOU @OfficialDGISPR","During flash floods &amp; #FloodsInPakistan 
#PakArmyRescueEfforts remained without comparison. #PakArmySavingNation #PakArmy_RescuingNation #pakarmysavingpakistan #PakistanArmy is our pride #PakistanZindabad BIG #THANKYOU @OfficialDGISPR",1569776480581783559,"{'username': 'IamSaifRK', 'id': 1125190807219208193, 'displayname': 'SRK', 'description': 'Dermatologist|Advocate for #PakArmy #PakUS |Single |Cyclist Hiker Gym trainer Fitness |PublicHealthExpert |PIMS |UHC #MedEd #MedStudent #MedTwitter #DermTwitter', 'rawDescription': 'Dermatologist|Advocate for #PakArmy #PakUS |Single |Cyclist Hiker Gym trainer Fitness |PublicHealthExpert |PIMS |UHC #MedEd #MedStudent #MedTwitter #DermTwitter', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 5, 6, 0, 9, 28, tzinfo=datetime.timezone.utc), 'followersCount': 571, 'friendsCount': 3793, 'statusesCount': 3125, 'favouritesCount': 589, 'listedCount': 2, 'mediaCount': 151, 'location': '.......', 'protected': False, 'linkUrl': 'https://facebook.com/Lusmola111/', 'linkTcourl': 'https://t.co/nS9fuFnKxW', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1330062946685374464/RoUaUJMo_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1125190807219208193/1649628599', 'label': None}",0,0,0,0,1569776480581783559,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,,,"[{'username': 'OfficialDGISPR', 'id': 811505937911517184, 'displayname': 'DG ISPR', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None}]",,,"['FloodsInPakistan', 'PakArmyRescueEfforts', 'PakArmySavingNation', 'PakArmy_RescuingNation', 'pakarmysavingpakistan', 'PakistanArmy', 'PakistanZindabad', 'THANKYOU']",,
https://twitter.com/Muneer_Aijaz786/status/1569776411023478792,2022-09-13 19:53:56+00:00,"منافقت کی انتہا
یہ شخص بیماری کی وجہ سے سیلاب متاثرین کے پاس نہیں جا سکتا
جہاں گھر گھر سے لاشیں نکل رہی ہے لوگوں کے گھر تباہ ہو گئے لوگوں کے پاس کھانے کو کچھ نہیں ۔
لیکن برطانیہ کی رانی کی تعزیت کرنے برطانوی سفارت خانے  پہنچ جاتا ہے۔
#FloodsInPakistan 
#flood_nationalemergency https://t.co/axlnrcf3Pb","منافقت کی انتہا
یہ شخص بیماری کی وجہ سے سیلاب متاثرین کے پاس نہیں جا سکتا
جہاں گھر گھر سے لاشیں نکل رہی ہے لوگوں کے گھر تباہ ہو گئے لوگوں کے پاس کھانے کو کچھ نہیں ۔
لیکن برطانیہ کی رانی کی تعزیت کرنے برطانوی سفارت خانے  پہنچ جاتا ہے۔
#FloodsInPakistan 
#flood_nationalemergency https://t.co/axlnrcf3Pb",1569776411023478792,"{'username': 'Muneer_Aijaz786', 'id': 1523605018707963906, 'displayname': 'Muneer Aijaz🇵🇰', 'description': 'Student 🧑\u200d🏫 & Member of Pakistan Tehreek-e-Insaf City Badah Cabinet 🇧🇫🇵🇰', 'rawDescription': 'Student 🧑\u200d🏫 & Member of Pakistan Tehreek-e-Insaf City Badah Cabinet 🇧🇫🇵🇰', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 5, 9, 10, 5, 29, tzinfo=datetime.timezone.utc), 'followersCount': 263, 'friendsCount': 282, 'statusesCount': 152, 'favouritesCount': 2760, 'listedCount': 0, 'mediaCount': 93, 'location': 'Hyderabad, Pakistan', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1541835207761973251/lmXvw_Wj_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1523605018707963906/1652092178', 'label': None}",0,0,0,0,1569776411023478792,ur,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Fcj3U4CXwAAOz3H?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Fcj3U4CXwAAOz3H?format=jpg&name=large'}]",,,,,,,,"['FloodsInPakistan', 'flood_nationalemergency']",,
https://twitter.com/PakinJeddah/status/1569775528072069128,2022-09-13 19:50:25+00:00,"Snapshot of International relief assistance flights for alleviating immense suffering caused by #FloodsInPakistan.  

The help and support extended to the people of Pakistan in this time of need is deeply appreciated.
#pakinjeddah https://t.co/bnKcUupxjy","Snapshot of International relief assistance flights for alleviating immense suffering caused by #FloodsInPakistan.  

The help and support extended to the people of Pakistan in this time of need is deeply appreciated.
#pakinjeddah https://t.co/bnKcUupxjy",1569775528072069128,"{'username': 'PakinJeddah', 'id': 798829355136794625, 'displayname': 'Pakistan Consulate General Jeddah', 'description': 'Official Twitter Account of Consulate General of Pakistan, Jeddah', 'rawDescription': 'Official Twitter Account of Consulate General of Pakistan, Jeddah', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2016, 11, 16, 10, 5, 34, tzinfo=datetime.timezone.utc), 'followersCount': 18305, 'friendsCount': 121, 'statusesCount': 9318, 'favouritesCount': 3476, 'listedCount': 28, 'mediaCount': 3671, 'location': 'Jeddah, Saudi Arabia', 'protected': False, 'linkUrl': 'http://www.parepjeddah.org', 'linkTcourl': 'https://t.co/ztzksTRnjm', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1567156039446847489/ySzYQm4f_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/798829355136794625/1662474092', 'label': None}",0,0,1,0,1569775528072069128,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Fcj2heGXEAIsekC?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Fcj2heGXEAIsekC?format=jpg&name=large'}]",,,,,,,,"['FloodsInPakistan', 'pakinjeddah']",,
https://twitter.com/SyedaNaqvi50/status/1569775183451361280,2022-09-13 19:49:03+00:00,"حادثے  سے  بڑا  سانحہ  یہ  ہوا __!!
لوگ ٹھہرے ہی نہیں حادثہ دیکھ کر-
💔
#FloodsInPakistan https://t.co/nebP72ZJez","حادثے  سے  بڑا  سانحہ  یہ  ہوا __!!
لوگ ٹھہرے ہی نہیں حادثہ دیکھ کر-
💔
#FloodsInPakistan https://t.co/nebP72ZJez",1569775183451361280,"{'username': 'SyedaNaqvi50', 'id': 3647831589, 'displayname': 'Syeda Fatima!', 'description': ""Shi'ah | Muslim |Seeking knowledge |♥️ Ahlulbayte"", 'rawDescription': ""Shi'ah | Muslim |Seeking knowledge |♥️ Ahlulbayte"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 9, 14, 1, 20, 6, tzinfo=datetime.timezone.utc), 'followersCount': 2015, 'friendsCount': 44, 'statusesCount': 71285, 'favouritesCount': 123162, 'listedCount': 9, 'mediaCount': 3649, 'location': 'Toronto, Ontario', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1553302517513060353/n1lQjmaS_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3647831589/1644001000', 'label': None}",0,1,3,0,1569775183451361280,ur,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,"[{'previewUrl': 'https://pbs.twimg.com/media/Fcj2NbnXoAI3aUW?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Fcj2NbnXoAI3aUW?format=jpg&name=large'}]",,,,,,,,['FloodsInPakistan'],,
